# Times (BJD) 	 Norm. Flux. 	 Norm. Flux Err.
2457288.88108	0.981256167133	0.00134523131012
2457288.88188	0.984796809173	0.0014983816294
2457288.88268	0.980635071247	0.00124675782651
2457288.88348	0.982018506935	0.00149353740616
2457288.88428	0.980953866303	0.00147432575628
2457288.88507	0.983405574499	0.00148387215188
2457288.88586	0.98400589359	0.00150581020019
2457288.88666	0.985169580004	0.00131319146267
2457288.88746	0.983064471855	0.00151142683542
2457288.88826	0.982312717846	0.00150571315832
2457288.88906	0.979802385167	0.00150355153357
2457288.88985	0.982593202124	0.00151086705163
2457288.89065	0.981902332657	0.00150071889133
2457288.89145	0.984563645468	0.00151638757716
2457288.89224	0.984841170449	0.00151165948098
2457288.89304	0.985939805583	0.00150182132156
2457288.89384	0.981751653899	0.00150119291304
2457288.89463	0.985714813886	0.00152117757348
2457288.89543	0.988532308555	0.0015177297738
2457288.89623	0.988225169422	0.00152368716291
2457288.89703	0.989852351858	0.00154503312426
2457288.89783	0.988679434658	0.00153661985392
2457288.89863	0.993672206038	0.00157129516084
2457288.89943	0.993005133518	0.00139927782668
2457288.90021	0.994166505606	0.00159413576865
2457288.90101	0.994218740086	0.00161059867499
2457288.90181	0.995054769633	0.00166302133247
2457288.90261	0.998880071396	0.00170686233458
2457288.90341	0.999175991725	0.00172373901993
2457288.90421	0.999692649422	0.00178450952824
2457288.90501	0.998292007002	0.00184455443758
2457288.9058	0.999160313148	0.00166364364893
2457288.90659	0.998863826316	0.00203278087917
2457288.90739	0.998888390891	0.0021432004948
2457288.90819	1.00307560353	0.00196411093693
2457288.90899	0.999383635115	0.00249889053468
2457288.90979	1.00231412384	0.0022460751788
2457288.91058	1.00034140206	0.00244690149045
2457288.91138	1.00192268593	0.00249637082008
2457288.91218	1.00050725408	0.00303608698018
2457288.91297	1.00352416198	0.00339036040127
2457288.91377	1.00290162547	0.00390067816818
2457288.91457	1.00211877954	0.00446653797621
2457288.91536	1.00463199079	0.00495046855475
2457288.91616	1.00314040247	0.0060437705564
#2457288.91696	1.00032888824	0.00702020395759
#2457288.91776	1.00718947605	0.00825887485801
#2457288.91856	1.00328120364	0.00971604478318
#2457288.91936	1.00029159617	0.0114666106794
#2457288.92015	0.995193601299	0.0139323345716
#2457288.92094	0.998831798092	0.0170928606202
#2457288.92174	1.00821965169	0.0216705102275
#2457288.92254	0.997361406318	0.0271781768277
#2457288.92334	0.980784579357	0.0345520387484
#2457288.92414	0.984809070484	0.0460908118375
#2457288.92494	0.922257860868	0.0586176015427
